power,T,MOMF,DIRECTION32,WS30,WS31,WS32,WS10,WS10S,DIRECTION30,DIRECTION31,DIR10,DIR10S,MSLP,CLC,SENF,LATF,SWR,LWR,PS,PRT,PRL,PRC,T2M,RH2M
15,279.5,0.11,252.62,9.36,7.89,5.88,3.24,3.66,264.57,256.27,246.38,247.27,1012.83,11.01,-4.11,35.06,1.3,-73.57,860.05,0,0,0,277.9,71.16
15,279.41,0.11,253.36,9.38,7.94,5.94,3.25,3.66,265.46,257.12,247.25,248.12,1012.8,10.42,-4.04,35.09,1.28,-73.91,860.01,0,0,0,277.83,71.94
13,279.32,0.11,254.11,9.39,7.98,5.99,3.25,3.67,266.35,257.97,248.13,248.97,1012.76,9.84,-3.97,35.11,1.28,-74.26,859.96,0,0,0,277.75,72.72
15,279.23,0.11,255.08,9.37,7.97,5.99,3.24,3.66,267.45,259.05,249.24,250.05,1012.77,9.25,-3.86,34.86,1.27,-74.42,859.94,0,0,0,277.66,73.52
15,279.14,0.11,256.27,9.31,7.91,5.94,3.21,3.63,268.75,260.37,250.57,251.37,1012.8,8.64,-3.71,34.34,1.27,-74.41,859.94,0,0,0,277.57,74.33
15,279.05,0.1,257.47,9.26,7.85,5.89,3.19,3.61,270.06,261.68,251.9,252.69,1012.84,8.04,-3.56,33.83,1.28,-74.39,859.94,0,0,0,277.49,75.14
13,278.96,0.1,258.66,9.2,7.79,5.84,3.16,3.58,271.36,263,253.23,254.01,1012.87,7.43,-3.41,33.31,1.28,-74.38,859.94,0,0,0,277.4,75.95
15,278.88,0.1,259.79,9.13,7.75,5.82,3.13,3.55,272.66,264.3,254.49,255.24,1012.95,7.07,-3.29,32.71,5.46,-74.31,859.95,0,0,0,277.31,76.65
13,278.81,0.1,260.86,9.05,7.73,5.84,3.1,3.51,273.98,265.59,255.66,256.39,1013.06,6.94,-3.19,32.03,13.82,-74.18,859.99,0,0,0,277.24,77.23
13,278.74,0.09,261.92,8.98,7.72,5.86,3.07,3.48,275.28,266.87,256.83,257.54,1013.17,6.82,-3.08,31.35,22.17,-74.05,860.01,0,0,0,277.16,77.82
12,278.66,0.09,262.99,8.9,7.7,5.88,3.04,3.44,276.6,268.16,258,258.69,1013.28,6.69,-2.98,30.67,30.53,-73.92,860.05,0,0,0,277.09,78.4
13,278.6,0.09,264.1,8.79,7.61,5.8,3.02,3.41,277.78,269.38,259.2,259.86,1013.31,6.64,-3.05,29.37,52.41,-74.42,860.08,0,0,0,277.1,78.45
12,278.56,0.09,265.26,8.65,7.44,5.62,3.01,3.4,278.84,270.53,260.42,261.05,1013.25,6.67,-3.3,27.44,87.82,-75.53,860.12,0,0,0,277.2,77.96
10,278.5,0.1,266.41,8.52,7.28,5.44,3.01,3.39,279.89,271.68,261.63,262.24,1013.18,6.7,-3.55,25.51,123.23,-76.65,860.15,0,0,0,277.29,77.48
10,278.45,0.1,267.57,8.38,7.11,5.26,3,3.38,280.95,272.83,262.85,263.43,1013.12,6.73,-3.8,23.58,158.65,-77.76,860.19,0,0,0,277.39,76.99
10,278.56,0.11,268.65,8.2,6.91,5.1,3.04,3.4,281.64,273.72,263.8,264.36,1012.95,6.69,-4.68,19.47,191.57,-79.69,860.21,0,0,0,277.65,75.7
8,278.81,0.12,269.66,7.99,6.67,4.97,3.12,3.45,281.95,274.34,264.47,265.04,1012.67,6.6,-6.2,13.17,222.02,-82.44,860.19,0,0,0,278.07,73.61
7,279.06,0.13,270.67,7.78,6.42,4.83,3.19,3.5,282.27,274.95,265.15,265.71,1012.39,6.5,-7.72,6.86,252.46,-85.18,860.18,0,0,0,278.48,71.51
7,279.31,0.14,271.68,7.57,6.18,4.7,3.27,3.55,282.58,275.57,265.82,266.39,1012.11,6.41,-9.24,0.56,282.91,-87.93,860.17,0,0,0,278.9,69.42
10,279.69,0.15,272.71,7.28,5.91,4.52,3.3,3.56,282.75,276.23,266.97,267.52,1011.76,6.2,-11.56,-9.4,314.13,-91.19,860.17,0,0,0,279.42,66.99
13,280.19,0.15,273.76,6.91,5.6,4.31,3.27,3.5,282.75,276.94,268.59,269.1,1011.35,5.88,-14.69,-23.03,346.12,-94.96,860.18,0,0,0,280.03,64.24
13,280.69,0.16,274.81,6.55,5.3,4.1,3.24,3.46,282.76,277.65,270.2,270.69,1010.94,5.57,-17.82,-36.66,378.11,-98.74,860.19,0,0,0,280.64,61.49
14,281.19,0.16,275.86,6.18,4.99,3.89,3.21,3.41,282.77,278.36,271.82,272.27,1010.53,5.25,-20.95,-50.29,410.1,-102.51,860.21,0,0,0,281.25,58.74
20,281.68,0.16,276.55,5.88,4.77,3.76,3.2,3.38,282.61,278.76,272.94,273.36,1010.22,4.82,-24.24,-63.46,437.92,-106.42,860.21,0,0,0,281.86,56.29
20,282.16,0.17,276.87,5.64,4.63,3.72,3.21,3.38,282.28,278.86,273.57,273.96,1010.02,4.28,-27.7,-76.19,461.55,-110.46,860.22,0,0,0,282.45,54.14
24,282.65,0.17,277.19,5.41,4.48,3.69,3.22,3.38,281.95,278.97,274.19,274.55,1009.81,3.74,-31.16,-88.93,485.19,-114.5,860.22,0,0,0,283.05,51.99
16,283.13,0.18,277.51,5.17,4.34,3.65,3.23,3.38,281.62,279.07,274.82,275.15,1009.61,3.2,-34.62,-101.66,508.82,-118.54,860.23,0,0,0,283.64,49.84
25,283.62,0.18,278.52,4.97,4.23,3.62,3.27,3.42,281.91,279.84,275.67,276.01,1009.41,2.75,-38.81,-114.16,525.46,-122.05,860.23,0,0,0,284.25,47.65
25,284.12,0.19,280.22,4.82,4.15,3.6,3.36,3.5,282.82,281.27,276.76,277.13,1009.2,2.38,-43.73,-126.45,535.1,-125.02,860.22,0,0,0,284.88,45.4
22,284.62,0.2,281.93,4.67,4.08,3.59,3.44,3.59,283.72,282.71,277.86,278.25,1009,2.02,-48.66,-138.73,544.75,-128,860.21,0,0,0,285.51,43.15
21,285.12,0.21,283.63,4.52,4,3.57,3.53,3.67,284.63,284.14,278.94,279.37,1008.79,1.65,-53.58,-151.02,554.39,-130.97,860.2,0,0,0,286.14,40.9
23,285.5,0.22,285.15,4.46,3.99,3.6,3.63,3.77,285.63,285.49,280.17,280.61,1008.58,1.49,-58.5,-160.66,557.76,-133.35,860.17,0,0,0,286.64,38.87
30,285.75,0.23,286.48,4.49,4.06,3.68,3.76,3.91,286.74,286.75,281.53,281.97,1008.37,1.53,-63.41,-167.67,554.86,-135.14,860.11,0,0,0,287.02,37.06
36,286.01,0.25,287.81,4.52,4.13,3.75,3.89,4.04,287.84,288,282.9,283.33,1008.16,1.58,-68.33,-174.69,551.96,-136.93,860.04,0,0,0,287.4,35.25
16,286.26,0.26,289.13,4.54,4.2,3.83,4.02,4.17,288.95,289.26,284.26,284.69,1007.95,1.62,-73.24,-181.69,549.06,-138.72,859.98,0,0,0,287.78,33.44
11,286.45,0.28,290.78,4.59,4.27,3.91,4.14,4.28,290.38,290.83,285.76,286.18,1007.99,1.81,-77.14,-185.07,539.77,-140.02,859.93,0,0,0,288.06,31.91
26,286.57,0.29,292.74,4.66,4.33,3.98,4.24,4.39,292.15,292.71,287.39,287.81,1008.28,2.14,-80.01,-184.82,524.08,-140.84,859.89,0,0,0,288.24,30.66
14,286.7,0.3,294.71,4.73,4.4,4.05,4.34,4.49,293.92,294.6,289.02,289.43,1008.58,2.47,-82.88,-184.56,508.39,-141.67,859.86,0,0,0,288.42,29.41
15,286.5,0.3,293.56,5.14,4.8,4.42,4.43,4.62,292.98,293.55,288.88,289.29,1009.71,2.45,-79.3,-181.28,488.1,-142.58,860.54,0,0,0,288.22,28.37
19,286.6,0.3,294.36,5.11,4.78,4.4,4.45,4.63,293.69,294.31,289.71,290.11,1009.9,2.62,-79.98,-174.49,465.35,-142.71,860.58,0,0,0,288.32,27.52
17,286.67,0.3,294.89,5.11,4.79,4.41,4.46,4.64,294.21,294.85,290.29,290.67,1009.95,2.51,-79.77,-164.66,436.09,-142.41,860.63,0,0,0,288.35,26.95
16,286.74,0.3,295.42,5.12,4.79,4.42,4.47,4.65,294.72,295.38,290.87,291.24,1010,2.39,-79.56,-154.83,406.82,-142.1,860.67,0,0,0,288.37,26.37
49,286.81,0.3,295.95,5.12,4.8,4.43,4.48,4.66,295.24,295.92,291.45,291.8,1010.05,2.28,-79.35,-145,377.56,-141.8,860.72,0,0,0,288.4,25.8
14,286.84,0.3,296.56,5.13,4.81,4.44,4.49,4.68,295.83,296.53,292.13,292.47,1010.15,2.04,-77.65,-131.43,346.06,-141.29,860.77,0,0,0,288.35,25.34
21,286.83,0.29,297.25,5.15,4.84,4.47,4.5,4.69,296.5,297.2,292.91,293.26,1010.28,1.67,-74.46,-114.12,312.31,-140.57,860.83,0,0,0,288.24,25.01
17,286.82,0.29,297.93,5.17,4.86,4.49,4.51,4.71,297.18,297.87,293.68,294.05,1010.42,1.31,-71.28,-96.81,278.56,-139.86,860.88,0,0,0,288.12,24.67
16,286.81,0.28,298.62,5.19,4.89,4.52,4.52,4.72,297.85,298.54,294.46,294.84,1010.55,0.94,-68.09,-79.5,244.81,-139.14,860.94,0,0,0,288.01,24.34
10,286.77,0.27,299.51,5.21,4.91,4.52,4.49,4.71,298.76,299.47,295.21,295.6,1010.71,0.7,-63.79,-62.73,211.84,-138.08,861.01,0,0,0,287.84,24.2
2,286.7,0.26,300.62,5.24,4.92,4.5,4.43,4.66,299.91,300.65,295.94,296.32,1010.88,0.58,-58.36,-46.5,179.66,-136.68,861.09,0,0,0,287.61,24.27
4,286.63,0.25,301.73,5.27,4.92,4.48,4.36,4.61,301.07,301.84,296.67,297.06,1011.06,0.46,-52.93,-30.26,147.47,-135.28,861.17,0,0,0,287.39,24.34
3,286.56,0.24,302.84,5.3,4.93,4.46,4.3,4.55,302.22,303.02,297.4,297.78,1011.23,0.34,-47.5,-14.03,115.28,-133.88,861.25,0,0,0,287.16,24.41
2,286.44,0.22,303.92,5.35,4.95,4.42,4.15,4.42,303.53,304.32,298.13,298.54,1011.38,0.25,-41.27,-1.95,86.98,-132.01,861.27,0,0,0,286.84,24.81
2,286.26,0.19,304.97,5.42,4.97,4.36,3.9,4.19,304.98,305.74,298.88,299.34,1011.5,0.18,-34.24,5.96,62.59,-129.69,861.24,0,0,0,286.41,25.55
3,286.09,0.16,306.02,5.49,5,4.29,3.66,3.96,306.44,307.16,299.63,300.12,1011.62,0.11,-27.2,13.87,38.2,-127.35,861.21,0,0,0,285.98,26.29
5,285.91,0.13,307.07,5.56,5.02,4.23,3.41,3.73,307.89,308.58,300.38,300.92,1011.74,0.04,-20.17,21.78,13.81,-125.03,861.18,0,0,0,285.55,27.03
4,285.7,0.11,307.77,5.64,5.03,4.17,3.23,3.56,309.28,309.82,300.76,301.36,1011.92,0,-15.58,25.85,1.62,-122.72,861.2,0,0,0,285.1,27.94
4,285.46,0.1,308.1,5.73,5.03,4.1,3.12,3.45,310.6,310.88,300.75,301.44,1012.17,0,-13.43,26.07,1.64,-120.43,861.26,0,0,0,284.62,29.02
3,285.22,0.1,308.44,5.82,5.03,4.04,3,3.33,311.91,311.94,300.75,301.54,1012.42,0,-11.28,26.3,1.65,-118.14,861.32,0,0,0,284.15,30.09
2,284.98,0.09,308.77,5.91,5.03,3.97,2.89,3.22,313.23,313,300.74,301.62,1012.67,0,-9.13,26.52,1.67,-115.85,861.38,0,0,0,283.67,31.17
3,284.74,0.08,308.9,5.97,5.03,3.93,2.8,3.13,314.37,313.84,300.65,301.6,1012.79,0,-7.69,26.25,1.68,-113.89,861.46,0,0,0,283.2,32.3
4,284.49,0.07,308.83,6.01,5.03,3.92,2.73,3.06,315.34,314.45,300.47,301.46,1012.76,0,-6.95,25.49,1.68,-112.25,861.56,0,0,0,282.73,33.5
3,284.24,0.06,308.75,6.04,5.02,3.9,2.67,2.99,316.31,315.06,300.29,301.33,1012.74,0,-6.21,24.72,1.69,-110.62,861.67,0,0,0,282.26,34.69
4,283.99,0.05,308.68,6.08,5.02,3.89,2.6,2.92,317.28,315.67,300.11,301.19,1012.71,0,-5.47,23.96,1.69,-108.98,861.77,0,0,0,281.79,35.88
5,283.77,0.05,308.35,6.1,5.03,3.9,2.56,2.89,318.12,316.07,299.95,301.04,1012.84,0,-4.94,23.61,1.69,-107.65,861.85,0,0,0,281.4,36.91
4,283.56,0.05,307.77,6.11,5.04,3.94,2.56,2.88,318.85,316.25,299.81,300.87,1013.12,0,-4.61,23.67,1.7,-106.63,861.91,0,0,0,281.07,37.8
4,283.35,0.05,307.18,6.11,5.04,3.99,2.54,2.87,319.57,316.43,299.66,300.69,1013.41,0,-4.28,23.73,1.7,-105.62,861.98,0,0,0,280.74,38.7
5,283.14,0.05,306.6,6.12,5.05,4.03,2.54,2.86,320.3,316.61,299.52,300.52,1013.69,0,-3.95,23.79,1.71,-104.6,862.04,0,0,0,280.41,39.59
5,282.94,0.05,306.05,6.12,5.08,4.08,2.53,2.86,320.9,316.68,299.39,300.36,1013.96,0,-3.71,23.76,1.71,-103.61,862.13,0,0,0,280.11,40.49
4,282.73,0.05,305.53,6.12,5.11,4.14,2.52,2.86,321.38,316.64,299.28,300.21,1014.22,0,-3.54,23.63,1.72,-102.65,862.25,0,0,0,279.81,41.4
4,282.52,0.05,305.01,6.13,5.14,4.2,2.52,2.85,321.85,316.61,299.16,300.06,1014.49,0,-3.37,23.51,1.72,-101.7,862.38,0,0,0,279.52,42.31
5,282.31,0.05,304.49,6.13,5.17,4.26,2.51,2.85,322.33,316.57,299.05,299.91,1014.75,0,-3.19,23.38,1.73,-100.74,862.5,0,0,0,279.24,43.22
6,282.13,0.05,303.78,6.1,5.19,4.31,2.5,2.84,322.62,316.32,298.83,299.68,1014.97,0,-3.57,23.12,1.73,-99.86,862.57,0,0,0,278.97,44.06
6,281.96,0.05,302.89,6.05,5.19,4.34,2.47,2.82,322.72,315.86,298.51,299.37,1015.14,0,-4.49,22.72,1.73,-99.05,862.59,0,0,0,278.74,44.82
7,281.79,0.04,301.99,6,5.18,4.37,2.45,2.79,322.81,315.4,298.2,299.06,1015.32,0,-5.4,22.33,1.74,-98.25,862.61,0,0,0,278.51,45.59
7,281.62,0.04,301.1,5.95,5.18,4.4,2.42,2.77,322.91,314.94,297.88,298.75,1015.49,0,-6.32,21.93,1.74,-97.44,862.63,0,0,0,278.28,46.35
5,281.46,0.04,300.26,5.88,5.16,4.4,2.39,2.74,322.82,314.33,297.35,298.22,1015.68,0,-6.12,21.39,1.74,-96.69,862.65,0,0,0,278.04,47.16
3,281.29,0.04,299.48,5.79,5.12,4.37,2.36,2.71,322.56,313.57,296.6,297.44,1015.88,0,-4.81,20.72,1.74,-95.98,862.68,0,0,0,277.81,48.02
3,281.12,0.04,298.69,5.7,5.09,4.33,2.33,2.68,322.28,312.8,295.85,296.68,1016.07,0,-3.5,20.04,1.75,-95.28,862.72,0,0,0,277.57,48.87
3,280.94,0.04,297.91,5.61,5.05,4.3,2.3,2.65,322.01,312.04,295.1,295.9,1016.27,0,-2.19,19.37,1.75,-94.57,862.75,0,0,0,277.34,49.73
3,280.8,0.04,296.95,5.55,5.03,4.3,2.27,2.62,321.52,311.13,294.33,295.14,1016.42,0,-1.6,18.87,1.75,-93.95,862.76,0,0,0,277.13,50.49
3,280.67,0.04,295.8,5.5,5.03,4.35,2.25,2.61,320.81,310.08,293.55,294.37,1016.53,0,-1.75,18.54,1.75,-93.42,862.77,0,0,0,276.96,51.15
4,280.55,0.04,294.65,5.45,5.02,4.4,2.24,2.59,320.09,309.03,292.78,293.6,1016.63,0,-1.9,18.21,1.75,-92.89,862.78,0,0,0,276.78,51.82
2,280.42,0.04,293.5,5.4,5.02,4.45,2.22,2.58,319.38,307.98,292,292.83,1016.74,0,-2.06,17.88,1.75,-92.36,862.79,0,0,0,276.61,52.48
0,280.3,0.04,292.46,5.35,5.01,4.47,2.21,2.56,318.54,306.92,291.14,291.99,1016.7,0,-2.08,17.61,1.75,-91.85,862.8,0,0,0,276.44,53.14
0,280.18,0.04,291.53,5.3,5,4.47,2.2,2.55,317.6,305.87,290.22,291.08,1016.51,0,-1.97,17.38,1.75,-91.34,862.81,0,0,0,276.28,53.81
1,280.06,0.03,290.6,5.25,4.99,4.47,2.19,2.54,316.64,304.82,289.28,290.16,1016.32,0,-1.86,17.15,1.75,-90.84,862.81,0,0,0,276.11,54.47
1,279.69,0.07,279.43,8.44,7.43,5.33,2.8,3.23,298.03,288.94,278.08,278.69,1015.95,0,-4.17,31.54,1.86,-97.64,862.83,0,0,0,276.6,45.63
1,279.59,0.07,278.85,8.38,7.41,5.35,2.78,3.21,297.58,288.37,277.38,278.04,1015.9,0,-4.07,31.17,1.86,-97.08,862.85,0,0,0,276.45,46.18
4,279.53,0.07,278.1,8.26,7.35,5.39,2.74,3.16,297.05,287.69,276.51,277.24,1016.09,0,-3.89,30.18,1.86,-96.55,862.94,0,0,0,276.32,46.68
5,279.48,0.06,277.35,8.13,7.29,5.44,2.69,3.12,296.52,287,275.63,276.42,1016.27,0,-3.7,29.19,1.86,-96.01,863.04,0,0,0,276.19,47.18
7,279.42,0.06,276.6,8.01,7.23,5.48,2.65,3.07,295.99,286.32,274.76,275.61,1016.46,0,-3.5,28.2,1.86,-95.48,863.13,0,0,0,276.06,47.68
7,279.35,0.06,275.95,7.88,7.15,5.45,2.61,3.03,295.38,285.62,273.77,274.7,1016.62,0,-3.35,27.32,1.86,-94.96,863.2,0,0,0,275.93,48.19
7,279.27,0.06,275.41,7.75,7.04,5.33,2.58,2.99,294.7,284.9,272.67,273.68,1016.75,0,-3.24,26.55,1.86,-94.45,863.23,0,0,0,275.79,48.7
6,279.19,0.05,274.87,7.61,6.94,5.22,2.54,2.96,294,284.17,271.57,272.66,1016.88,0,-3.13,25.78,1.86,-93.95,863.27,0,0,0,275.65,49.21
7,279.11,0.05,274.33,7.48,6.83,5.11,2.51,2.92,293.31,283.45,270.47,271.64,1017.01,0,-3.02,25.01,1.86,-93.44,863.3,0,0,0,275.51,49.72
7,279.04,0.05,273.65,7.36,6.77,5.09,2.49,2.9,292.48,282.61,269.45,270.68,1017.11,0,-2.93,24.61,1.86,-93,863.33,0,0,0,275.39,50.15
8,278.98,0.05,272.82,7.26,6.74,5.14,2.49,2.9,291.5,281.65,268.5,269.78,1017.17,0,-2.87,24.57,1.86,-92.61,863.35,0,0,0,275.29,50.5
7,278.93,0.05,271.99,7.16,6.71,5.19,2.49,2.9,290.52,280.7,267.55,268.88,1017.22,0,-2.8,24.53,1.86,-92.22,863.36,0,0,0,275.19,50.84
7,278.87,0.05,271.16,7.06,6.68,5.24,2.49,2.9,289.54,279.74,266.6,267.98,1017.28,0,-2.74,24.49,1.86,-91.83,863.38,0,0,0,275.09,51.19
8,278.79,0.05,270.52,6.98,6.66,5.26,2.5,2.9,288.56,278.88,265.76,267.18,1017.35,0,-2.71,24.57,1.85,-91.43,863.4,0,0,0,275,51.51
9,278.7,0.05,270.05,6.93,6.64,5.24,2.51,2.91,287.57,278.11,265.03,266.47,1017.43,0,-2.7,24.78,1.84,-91.02,863.42,0,0,0,274.9,51.82
9,278.62,0.05,269.59,6.88,6.62,5.23,2.52,2.92,286.59,277.34,264.31,265.76,1017.52,0,-2.68,24.99,1.83,-90.61,863.43,0,0,0,274.82,52.12
10,278.53,0.05,269.12,6.83,6.6,5.21,2.53,2.93,285.6,276.56,263.57,265.05,1017.6,0,-2.67,25.2,1.82,-90.2,863.45,0,0,0,274.73,52.43
9,278.45,0.05,268.71,6.78,6.58,5.22,2.52,2.92,284.75,275.92,263.02,264.52,1017.69,0,-2.65,25.16,6.04,-89.79,863.48,0,0,0,274.64,52.71
10,278.39,0.05,268.35,6.73,6.57,5.27,2.51,2.91,284.03,275.39,262.65,264.17,1017.79,0,-2.62,24.85,14.48,-89.4,863.51,0,0,0,274.57,52.98
9,278.32,0.05,268,6.69,6.55,5.32,2.49,2.89,283.32,274.87,262.27,263.81,1017.88,0,-2.58,24.54,22.92,-89.01,863.55,0,0,0,274.49,53.24
7,278.26,0.05,267.64,6.64,6.54,5.37,2.48,2.88,282.6,274.34,261.9,263.46,1017.98,0,-2.55,24.23,31.36,-88.62,863.58,0,0,0,274.42,53.51
5,278.2,0.05,267.28,6.59,6.49,5.32,2.47,2.87,281.9,273.82,261.43,263,1018,0,-2.61,23.85,53.98,-88.85,863.62,0,0,0,274.45,53.37
5,278.14,0.05,266.91,6.53,6.4,5.2,2.47,2.86,281.23,273.3,260.88,262.45,1017.93,0,-2.77,23.4,90.77,-89.7,863.66,0,0,0,274.6,52.84
6,278.08,0.05,266.54,6.47,6.31,5.06,2.47,2.86,280.56,272.77,260.33,261.9,1017.87,0,-2.94,22.94,127.56,-90.56,863.69,0,0,0,274.74,52.31
7,278.02,0.05,266.17,6.41,6.22,4.94,2.47,2.85,279.89,272.25,259.78,261.36,1017.8,0,-3.1,22.49,164.34,-91.41,863.73,0,0,0,274.89,51.78
9,278.04,0.05,266.04,6.34,6.11,4.85,2.49,2.86,279.29,271.76,259.38,260.96,1017.66,0,-3.79,21.12,198.27,-93.07,863.8,0,0,0,275.23,50.64
12,278.15,0.06,266.13,6.27,5.97,4.8,2.54,2.9,278.77,271.3,259.14,260.72,1017.46,0,-5.02,18.84,229.33,-95.53,863.89,0,0,0,275.78,48.91
12,278.26,0.07,266.22,6.21,5.83,4.75,2.58,2.92,278.26,270.84,258.9,260.49,1017.24,0,-6.25,16.57,260.38,-97.99,863.99,0,0,0,276.34,47.17
10,278.37,0.08,266.31,6.13,5.69,4.7,2.63,2.96,277.74,270.38,258.66,260.25,1017.03,0,-7.48,14.29,291.44,-100.45,864.08,0,0,0,276.88,45.44
12,278.69,0.09,266.45,6,5.46,4.53,2.68,2.98,277.19,270.06,258.69,260.2,1016.67,0,-10.16,7.49,322.94,-103.58,864.13,0,0,0,277.55,43.63
9,279.22,0.1,266.62,5.79,5.15,4.23,2.73,3,276.61,269.89,259,260.34,1016.16,0,-14.27,-3.82,354.89,-107.39,864.13,0,0,0,278.32,41.74
9,279.76,0.11,266.79,5.58,4.83,3.94,2.79,3.01,276.04,269.71,259.31,260.47,1015.65,0,-18.39,-15.14,386.85,-111.2,864.14,0,0,0,279.09,39.86
10,280.29,0.12,266.96,5.37,4.52,3.64,2.84,3.03,275.46,269.54,259.62,260.61,1015.14,0,-22.5,-26.45,418.79,-115.01,864.14,0,0,0,279.86,37.97
12,280.86,0.13,266.7,5.13,4.25,3.41,2.83,3,274.7,269.06,259.78,260.64,1014.76,0,-26.18,-37.68,446.12,-118.7,864.18,0,0,0,280.6,36.45
10,281.46,0.13,266,4.85,4.02,3.24,2.76,2.91,273.76,268.28,259.8,260.57,1014.51,0,-29.44,-48.83,468.82,-122.29,864.27,0,0,0,281.3,35.28
12,282.06,0.12,265.29,4.57,3.79,3.08,2.68,2.82,272.81,267.49,259.82,260.5,1014.25,0,-32.69,-59.97,491.52,-125.87,864.35,0,0,0,282.01,34.11
14,282.66,0.12,264.59,4.29,3.55,2.91,2.61,2.73,271.87,266.71,259.84,260.43,1014,0,-35.94,-71.12,514.22,-129.46,864.44,0,0,0,282.71,32.94
22,283.27,0.12,264.28,4.03,3.35,2.77,2.56,2.67,270.99,266.19,259.84,260.35,1013.77,0,-39.91,-82.16,530.02,-132.66,864.49,0,0,0,283.44,31.81
24,283.89,0.12,264.36,3.77,3.17,2.64,2.53,2.64,270.17,265.94,259.82,260.26,1013.56,0,-44.61,-93.09,538.93,-135.47,864.52,0,0,0,284.2,30.73
27,284.51,0.12,264.43,3.53,3,2.52,2.5,2.6,269.35,265.69,259.79,260.18,1013.35,0,-49.3,-104.03,547.84,-138.29,864.55,0,0,0,284.96,29.66
26,285.13,0.12,264.51,3.28,2.82,2.39,2.47,2.57,268.53,265.44,259.77,260.09,1013.14,0,-54,-114.96,556.75,-141.1,864.58,0,0,0,285.72,28.58
23,285.63,0.12,264.4,3.1,2.7,2.32,2.48,2.57,267.85,265.14,260.09,260.36,1012.92,0,-57.84,-123.62,559.67,-143.33,864.55,0,0,0,286.34,27.62
29,286,0.13,264.1,3,2.64,2.29,2.54,2.62,267.31,264.79,260.75,260.97,1012.68,0,-60.8,-130,556.61,-144.97,864.48,0,0,0,286.83,26.79
28,286.38,0.13,263.8,2.9,2.57,2.27,2.58,2.66,266.76,264.44,261.41,261.58,1012.44,0,-63.78,-136.37,553.55,-146.62,864.4,0,0,0,287.32,25.96
21,286.75,0.14,263.5,2.8,2.51,2.24,2.64,2.71,266.22,264.09,262.07,262.19,1012.2,0,-66.75,-142.75,550.49,-148.26,864.33,0,0,0,287.81,25.13
25,287.05,0.14,263.59,2.75,2.49,2.25,2.7,2.77,266.05,264.18,263.02,263.11,1012.34,0,-69.36,-146.1,541.2,-149.54,864.29,0,0,0,288.21,24.34
27,287.27,0.15,264.08,2.74,2.5,2.28,2.78,2.85,266.25,264.73,264.27,264.32,1012.85,0,-71.62,-146.43,525.67,-150.46,864.28,0,0,0,288.52,23.59
20,287.49,0.15,264.56,2.74,2.52,2.32,2.86,2.94,266.45,265.27,265.52,265.54,1013.36,0,-73.87,-146.76,510.14,-151.38,864.27,0,0,0,288.83,22.83
20,288.15,0.21,259.66,4.57,3.69,3.11,3.5,3.62,265.07,261.23,261.43,261.69,1014.65,0.81,-75.09,-138.97,486.94,-149.78,865.08,0,0,0,289.45,22.93
21,288.27,0.21,258.81,4.38,3.53,3.04,3.46,3.58,264.51,260.53,261.69,261.92,1014.86,0.76,-75.05,-134.99,464.7,-149.93,865.05,0,0,0,289.62,22.76
19,288.27,0.2,257.89,4.13,3.35,2.94,3.4,3.51,263.83,259.85,262.06,262.26,1014.78,0.62,-74.28,-130.47,435.62,-149.77,865,0,0,0,289.69,22.62
23,288.28,0.19,256.98,3.88,3.18,2.85,3.33,3.44,263.16,259.17,262.43,262.61,1014.71,0.48,-73.52,-125.96,406.54,-149.6,864.95,0,0,0,289.75,22.49
21,288.28,0.18,256.06,3.63,3,2.75,3.27,3.37,262.48,258.49,262.8,262.95,1014.63,0.34,-72.75,-121.44,377.46,-149.44,864.9,0,0,0,289.82,22.35
22,288.28,0.18,255.37,3.44,2.89,2.68,3.22,3.32,261.73,257.99,263.32,263.41,1014.59,0.25,-70.51,-112.11,345.62,-148.59,864.84,0,0,0,289.79,22.29
18,288.27,0.17,254.91,3.28,2.84,2.65,3.18,3.27,260.9,257.67,263.99,263.99,1014.6,0.21,-66.79,-97.99,311.04,-147.05,864.77,0,0,0,289.68,22.31
16,288.27,0.16,254.46,3.13,2.79,2.61,3.14,3.23,260.08,257.36,264.67,264.57,1014.61,0.16,-63.08,-83.85,276.44,-145.51,864.71,0,0,0,289.57,22.32
15,288.26,0.15,254,2.99,2.74,2.58,3.1,3.18,259.25,257.04,265.34,265.15,1014.62,0.12,-59.36,-69.72,241.86,-143.97,864.64,0,0,0,289.46,22.34
10,288.24,0.15,252.31,2.89,2.7,2.52,3.05,3.14,257.66,255.66,265.43,265.13,1014.67,0.18,-54.36,-55.33,208.34,-142.19,864.61,0,0,0,289.29,22.5
7,288.19,0.14,249.39,2.84,2.66,2.43,3,3.1,255.29,253.21,264.93,264.5,1014.79,0.35,-48.09,-40.65,175.88,-140.19,864.6,0,0,0,289.07,22.8
4,288.13,0.12,246.46,2.8,2.61,2.35,2.95,3.06,252.92,250.76,264.43,263.87,1014.89,0.52,-41.81,-25.98,143.44,-138.17,864.6,0,0,0,288.85,23.11
2,288.09,0.12,243.54,2.75,2.57,2.26,2.9,3.02,250.55,248.31,263.93,263.24,1015,0.69,-35.54,-11.31,110.99,-136.16,864.59,0,0,0,288.63,23.41
